Old Code,Item No. (Unique SKU code),Item/Service Description,New Item/Service Description for Tax,Item Group,Product,Category,Packing Type,Product Type,Packing Size,Section
1466,1466,GAZAL FENUGREEK 1 KG,NOOR GAZAL FENUGREEK 1 KG,FINISHED GOODS,FENUGREEK,SPICES,PILLOW,WHOLE,1000,KAHWA SECTION
1467,1467,GAZAL FENUGREEK 500GM,NOOR GAZAL FENUGREEK 500GM,FINISHED GOODS,FENUGREEK,SPICES,PILLOW,WHOLE,500,FFS DAL
1468,1468,GAZAL FENUGREEK 200 GM,NOOR GAZAL FENUGREEK 200 GM,FINISHED GOODS,FENUGREEK,SPICES,PILLOW,WHOLE,200,FFS DAL
1481,1481,GAZAL LONG CHILLI 30 GM,NOOR GAZAL LONG CHILLI 30 GM,FINISHED GOODS,LONG CHILLI STEM CUT,SPICES,PILLOW,WHOLE,30,MASALA TABLE
1486,1486,GAZAL MUSTARD SEEDS 1 KG,NOOR GAZAL MUSTARD SEEDS 1 KG,FINISHED GOODS,MUSTARD SEEDS,SPICES,PILLOW,WHOLE,1000,NUTS SECTION
1487,1487,GAZAL MUSTARD SEEDS 500 GM,NOOR GAZAL MUSTARD SEEDS 500 GM,FINISHED GOODS,MUSTARD SEEDS,SPICES,PILLOW,WHOLE,500,FFS DAL
1488,1488,GAZAL MUSTARD SEEDS 200 GM,NOOR GAZAL MUSTARD SEEDS 200 GM,FINISHED GOODS,MUSTARD SEEDS,SPICES,PILLOW,WHOLE,200,FFS DAL
1489,1489,GAZAL MUSTARD SEEDS 100 GM,NOOR GAZAL MUSTARD SEEDS 100 GM,FINISHED GOODS,MUSTARD SEEDS,SPICES,PILLOW,WHOLE,100,NUTS SECTION
,1492,,NOOR GAZAL NUT MEGS 70 GM,FINISHED GOODS,NUT MEG,SPICES,PILLOW,WHOLE,70,OMANI AKKA
1499,1499,GAZAL ROUND CHILLI 200 GM,NOOR GAZAL ROUND CHILLI 200 GM,FINISHED GOODS,ROUND CHILLI,SPICES,PILLOW,WHOLE,200,MASALA TABLE
1501,1501,GAZAL ROUND CHILLI 100 GM,NOOR GAZAL ROUND CHILLI 100 GM,FINISHED GOODS,ROUND CHILLI,SPICES,PILLOW,WHOLE,100,MASALA TABLE
1505,1505,GAZAL LONG CHILLI 200 GM,NOOR GAZAL LONG CHILLI 200 GM,FINISHED GOODS,LONG CHILLI STEM CUT,SPICES,PILLOW,WHOLE,200,MASALA TABLE
,1515,,NOOR GAZAL TESH PATHA 25 GM,FINISHED GOODS,TESH PATHA,SPICES,PILLOW,WHOLE,25,OMANI AKKA
,1516,GAZAL GRAMFLOUR 800 GM,NOOR GAZAL GRAMFLOUR 800 GM,FINISHED GOODS,GRAM FLOUR,CEREALS & FLOUR,PILLOW,POWDER,800,FFS MASALA
1520,1520,GAZAL WHITE CHANA 14MM 2 KG,NOOR GAZAL WHITE CHANA 14MM 2 KG,FINISHED GOODS,WHITE CHANA 14.MM,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1521,1521,GAZAL MASOOR DAL 2 KG,NOOR GAZAL MASOOR DAL 2 KG,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1522,1522,GAZAL BLACK EYE BEANS 2 KG,NOOR GAZAL BLACK EYE BEANS 2 KG,FINISHED GOODS,BLACK EYE BEANS,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1525,1525,GAZAL MUNG WHOLE 2 KG,NOOR GAZAL MUNG WHOLE 2 KG,FINISHED GOODS,MOONG WHOLE,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1533,1533,GAZAL URID WHOLE (WHITE) 1 KG,NOOR GAZAL URID WHOLE (WHITE) 1 KG,FINISHED GOODS,URID WHOLE (WHITE),PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
1534,1534,GAZAL CINNAMON POWDER 150 GM,NOOR GAZAL CINNAMON POWDER 150 GM,FINISHED GOODS,CINNAMON POWDER,SPICES,PILLOW,POWDER,150,MASALA TABLE
1538,1538,GAZAL SEMOLINA 500 GM,NOOR GAZAL SEMOLINA 500 GM,FINISHED GOODS,SEMOLINA,CEREALS & FLOUR,PILLOW,POWDER,500,MASALA TABLE
1539,1539,GAZAL DESICCATED COCONUT 1KG,NOOR GAZAL DESICCATED COCONUT 1KG,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,1000,KAHWA SECTION
,1540,GAZAL DESICCATED COCONUT 600 GM,NOOR GAZAL DESICCATED COCONUT 600 GM,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,600,KAHWA SECTION
1541,1541,GAZAL DESICCATED COCONUT 500 GM,NOOR GAZAL DESICCATED COCONUT 500 GM,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,500,KAHWA SECTION
,1543,GAZAL DESICCATED COCONUT 300 GM,NOOR GAZAL DESICCATED COCONUT 300 GM,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,300,KAHWA SECTION
1549,1549,GAZAL HUB AL HAMRA 200 GM,NOOR GAZAL HUB AL HAMRA 200 GM,FINISHED GOODS,HUB AL HAMRA,OTHER ITEMS,PILLOW,WHOLE,200,KAHWA SECTION
1558,1558,GAZAL CASHEW NUTS BROKEN 1 KG,NOOR GAZAL CASHEW NUTS BROKEN 1 KG,FINISHED GOODS,CASHEW BROCKEN,NUTS & DRY FRUITS,PILLOW,WHOLE,1000,NUTS SECTION
1560,1560,GAZAL HORSE GRAM 1 KG,NOOR GAZAL HORSE GRAM 1 KG,FINISHED GOODS,HORSE GRAM,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS DAL
1562,1562,GAZAL SAGU SEED 1 KG,NOOR GAZAL SAGU SEED 1 KG,FINISHED GOODS,SAGU SEEDS,OTHER ITEMS,PILLOW,WHOLE,1000,FFS DAL
,1564,GAZAL FENNEL SEEDS 1 KG,NOOR GAZAL FENNEL SEEDS 1 KG,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,1000,NUTS SECTION
,1566,,NOOR GAZAL FENNEL SEEDS 40 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,40,NUTS SECTION
1569,1569,GAZAL CORIANDER POWDER 400 GM (VAN),NOOR GAZAL CORIANDER POWDER 400 GM (VAN),FINISHED GOODS,CORIANDER POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
1573,1573,GAZAL BAKING SODA 500 GM,NOOR GAZAL BAKING SODA 500 GM,FINISHED GOODS,BAKING SODA,OTHER ITEMS,PILLOW,WHOLE,500,MASALA TABLE
1575,1575,GAZAL BAKING SODA 100 GM,NOOR GAZAL BAKING SODA 100 GM,FINISHED GOODS,BAKING SODA,OTHER ITEMS,PILLOW,WHOLE,100,MASALA TABLE
1577,1577,GAZAL CASHEW NUTS PREMIUM 200 GM,NOOR GAZAL CASHEW NUTS PREMIUM 200 GM,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
1578,1578,GAZAL MUNG SPLIT 500 GM,NOOR GAZAL MUNG SPLIT 500 GM,FINISHED GOODS,MOONG SPLIT,PEAS & LENTILES,PILLOW,WHOLE,500,FFS DAL
1579,1579,GAZAL MUNG WHOLE 500 GM,NOOR GAZAL MUNG WHOLE 500 GM,FINISHED GOODS,MOONG WHOLE,PEAS & LENTILES,PILLOW,WHOLE,500,FFS DAL
1590,1590,GAZAL OMANI MASALA WHOLE 1 KG,NOOR GAZAL OMANI MASALA WHOLE 1 KG,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,1000,OMANI AKKA
1591,1591,GAZAL OMANI MASALA 400 GM,NOOR GAZAL OMANI MASALA 400 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,POWDER,400,FFS MASALA
1592,1592,GAZAL RICE FLOUR 15 KG,NOOR GAZAL RICE FLOUR 15 KG,FINISHED GOODS,RICE FLOUR,CEREALS & FLOUR,BAG,POWDER,15000,MASALA TABLE
1606,1606,GAZAL OMANI MASALA WHOLE 350 GM,NOOR GAZAL OMANI MASALA WHOLE 350 GM,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,350,OMANI AKKA
1619,1619,GAZAL JAGGERY 400 GM SP OFF,NOOR GAZAL JAGGERY 400 GM SP OFF,FINISHED GOODS,JAGGERY,OTHER ITEMS,PILLOW,WHOLE,400,NUTS SECTION
,1620,GAZAL ROASTED CASHEW NUTS 400 GM,NOOR GAZAL ROASTED CASHEW NUT 400 GM,FINISHED GOODS,ROASTED CASHEW NUT,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
1624,1624,GAZAL GINGER POWDER 400 GM,NOOR GAZAL GINGER POWDER 400 GM,FINISHED GOODS,GINGER POWDER,SPICES,PILLOW,POWDER,400,MASALA TABLE
1634,1634,GAZAL CHANA DAL 700 GM,NOOR GAZAL CHANA DAL 700 GM,FINISHED GOODS,CHANA DAL,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
,1640,GAZAL MIX MASALA 300 GM,NOOR GAZAL MIX MASALA 300 GM,FINISHED GOODS,MIX MASALA,SPICES,PILLOW,POWDER,300,FFS MASALA
1645,1645,GAZAL HORSE GRAM 500 GM,NOOR GAZAL HORSE GRAM 500 GM,FINISHED GOODS,HORSE GRAM,CEREALS & FLOUR,PILLOW,WHOLE,500,FFS DAL
1648,1648,GAZAL FISH MASALA 500 GM,NOOR GAZAL FISH MASALA 500 GM,FINISHED GOODS,FISH MASALA,SPICES,PILLOW,POWDER,500,JAR SECTION
1660,1660,GAZAL MASUR WHOLE 500 GM,NOOR GAZAL MASUR WHOLE 500 GM,FINISHED GOODS,MASOOR WHOLE,PEAS & LENTILES,PILLOW,WHOLE,500,FFS DAL
,1664,,NOOR GAZAL FENNEL SEEDS 500 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,500,NUTS SECTION
1679,1679,GAZAL CHILLI POWDER 200 GM,NOOR GAZAL CHILLI POWDER 200 GM,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
1680,1680,GAZAL CORIANDER POWDER 150 GM,NOOR GAZAL CORIANDER POWDER 150 GM,FINISHED GOODS,CORIANDER POWDER,SPICES,PILLOW,POWDER,150,FFS MASALA
1681,1681,GAZAL TURMERIC POWDER 200 GM,NOOR GAZAL TURMERIC POWDER 200 GM,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
1682,1682,GAZAL JEERA POWDER 200 GM,NOOR GAZAL JEERA POWDER 200 GM,FINISHED GOODS,JEERA POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
1683,1683,GAZAL GINGER POWDER PREMIUM 200 GMS,NOOR GAZAL GINGER POWDER PREMIUM 200 GMS,FINISHED GOODS,GINGER POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
1684,1684,GAZAL GARAM MASALA 200GM,NOOR GAZAL GARAM MASALA 200GM,FINISHED GOODS,GARAM MASALA POWDER,SPICES,PILLOW,POWDER,200,FFS MASALA
1685,1685,GAZAL R.K. BEANS 1.5 KG,NOOR GAZAL R.K. BEANS 1.5 KG,FINISHED GOODS,R.K BEANS,PEAS & LENTILES,PILLOW,WHOLE,1500,FFS DAL
1686,1686,GAZAL ROASTED CASHEW NUTS 200 GM,NOOR GAZAL ROASTED CASHEW NUTS 200 GM,FINISHED GOODS,ROASTED CASHEW NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
1690,1690,GAZAL GOLDEN RAISINS 200 GM,NOOR GAZAL GOLDEN RAISINS 200 GM,FINISHED GOODS,GOLDEN RAISINS,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
1695,1695,GAZAL TAKKOLAM 50 GRM,NOOR GAZAL TAKKOLAM 50 GRM,FINISHED GOODS,THAKOLAM,SPICES,PILLOW,WHOLE,50,OMANI AKKA
1696,1696,GAZAL CARDAMOM 400 GM,NOOR GAZAL CARDAMOM 400 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,400,FFS DAL
1697,1697,GAZAL CASHEW NUTS BROKEN( 500 GM),NOOR GAZAL CASHEW NUTS BROKEN 500 GM,FINISHED GOODS,CASHEW BROCKEN,NUTS & DRY FRUITS,PILLOW,WHOLE,500,NUTS SECTION
1698,1698,GAZAL CARDAMOM 150 GM,NOOR GAZAL CARDAMOM 150 GM,FINISHED GOODS,CARDAMOM,SPICES,PILLOW,WHOLE,150,FFS DAL
1702,1702,GAZAL SAGU 500 GM,NOOR GAZAL SAGU 500 GM,FINISHED GOODS,SAGU SEEDS,OTHER ITEMS,PILLOW,WHOLE,500,FFS DAL
1705,1705,GAZAL CLOVES 400 GM,NOOR GAZAL CLOVES 400 GM,FINISHED GOODS,CLOVES,SPICES,PILLOW,WHOLE,400,NUTS SECTION
1708,1708,GAZAL JEERA POWDER 4 KG,NOOR GAZAL JEERA POWDER 4 KG,FINISHED GOODS,CUMIN POWDER,SPICES,PILLOW,POWDER,4000,MASALA TABLE
1712,1712,GAZAL RAGGI SEEDS 500 GM,NOOR GAZAL RAGGI SEEDS 500 GM,FINISHED GOODS,RAGGI SEEDS,CEREALS & FLOUR,PILLOW,WHOLE,500,NUTS SECTION
1715,1715,GAZAL ROASTED GRAM 1 KG,NOOR GAZAL ROASTED GRAM 1 KG,FINISHED GOODS,ROASTED GRAM,NUTS & DRY FRUITS,PILLOW,WHOLE,1000,NUTS SECTION
,1717,GAZAL ZAHTER POWDER 200 GM,NOOR GAZAL ZAHTER POWDER 200 GM,FINISHED GOODS,ZAHTER POWDER,SPICES,PILLOW,POWDER,200,MASALA TABLE
1719,1719,GAZAL CORN FLOUR 500 GRM,NOOR GAZAL CORN FLOUR 500 GRM,FINISHED GOODS,CORN FLOUR,CEREALS & FLOUR,PILLOW,POWDER,500,MASALA TABLE
,1721,GAZAL BROAD BEANS 700 GM,NOOR GAZAL BROAD BEANS 700 GM,FINISHED GOODS,BROAD BEANS,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
,1724,GAZAL CASHEW NUTS 400 GM,NOOR GAZAL CASHEW NUTS 400 GM SP OFFER,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
,1749,,NOOR GAZAL ALMONDS 100 GM,FINISHED GOODS,ALMONDS 20/22 .68,NUTS & DRY FRUITS,PILLOW,WHOLE,100,NUTS SECTION
1778,1778,GAZAL CASHEW NUTS 100 GM,NOOR GAZAL CASHEW NUT 100 GM,FINISHED GOODS,CASHEW NUTS W 240,NUTS & DRY FRUITS,PILLOW,WHOLE,100,NUTS SECTION
1792,1792,GAZAL URID WHOLE (WHITE) 500 GM,NOOR GAZAL URID WHOLE (WHITE) 500 GM,FINISHED GOODS,URID WHOLE (WHITE),PEAS & LENTILES,PILLOW,WHOLE,500,FFS DAL
1813,1813,GAZAL CHILLI POWDER 150 GM,NOOR GAZAL CHILLI POWDER 150 GM,FINISHED GOODS,CHILLI POWDER,SPICES,PILLOW,POWDER,150,FFS MASALA
1821,1821,GAZAL SOYA WADI 200 GM,NOOR GAZAL SOYA WADI 200 GM,FINISHED GOODS,SOYAWADI,OTHER ITEMS,PILLOW,WHOLE,200,NUTS SECTION
1835,1835,GAZAL SESAME SEEDS 200 GM,NOOR GAZAL SESAME SEEDS 200 GM,FINISHED GOODS,SESAME SEEDS,CEREALS & FLOUR,PILLOW,WHOLE,200,NUTS SECTION
1844,1844,GAZAL WHITE CHANA 14MM 1.4KG,NOOR GAZAL WHITE CHANA 14MM 1.4KG,FINISHED GOODS,WHITE CHANA 14.MM,PEAS & LENTILES,PILLOW,WHOLE,1400,FFS DAL
1847,1847,GAZAL DRY GINGER 200 GM,NOOR GAZAL DRY GINGER 200 GM,FINISHED GOODS,DRY GINGER,SPICES,PILLOW,WHOLE,200,JAR SECTION
,1848,GAZAL FENNEL SEEDS 200 GM,NOOR GAZAL FENNEL SEEDS 200 GM,FINISHED GOODS,FENNEL SEED,SPICES,PILLOW,WHOLE,200,NUTS SECTION
1853,1853,GAZAL WHITE RICE 2KG,NOOR GAZAL WHITE RICE 2KG,FINISHED GOODS,WHITE RICE,CEREALS & FLOUR,PILLOW,POWDER,2000,FFS DAL
1855,1855,GAZAL MIXED NUTS PREMIUM 150 GM,NOOR GAZAL MIXED NUTS PREMIUM 150 GM,FINISHED GOODS,MIXED NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,150,NUTS SECTION
1856,1856,GAZAL RAGGI POWDER 500 GM,NOOR GAZAL RAGGI POWDER 500 GM,FINISHED GOODS,RAGGI POWDER,CEREALS & FLOUR,PILLOW,WHOLE,500,MASALA TABLE
1857,1857,GAZAL TOOR DAL 700 GM,NOOR GAZAL TOOR DAL 700 GM,FINISHED GOODS,TOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
1858,1858,GAZAL BLACK RAISINS 400 GM,NOOR GAZAL BLACK RAISINS 400 GM,FINISHED GOODS,BLACK RAISINS,NUTS & DRY FRUITS,PILLOW,WHOLE,400,NUTS SECTION
1870,1870,GAZAL DES. COCONUT 100 GM,NOOR GAZAL DESICATED COCONUT 100 GM,FINISHED GOODS,DESICATED COCONUT,OTHER ITEMS,PILLOW,,100,KAWA SECTION
1881,1881,GAZAL PUMPKIN SEEDS 500 GM,NOOR GAZAL PUMPKIN SEEDS 500 GM,FINISHED GOODS,PUMKIN SEEDS,NUTS & DRY FRUITS,PILLOW,WHOLE,500,NUTS SECTION
1911,1911,GAZAL FENUGREEK POWDER 200 GM,NOOR GAZAL FENUGREEK POWDER 200 GM,FINISHED GOODS,FENUGREEK POWDER,SPICES,PILLOW,POWDER,200,MASALA TABLE
1912,1912,GAZAL TESH PATHA 50 GM,NOOR GAZAL TESH PATHA 50 GM,FINISHED GOODS,TESH PATHA,SPICES,PILLOW,WHOLE,50,OMANI AKKA
1914,1914,GAZAL ROASTED GRAM 200 GM,NOOR GAZAL ROASTED GRAM 200 GM,FINISHED GOODS,ROASTED GRAM,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
,1919,,NOOR GAZAL ROASTED CASHEW NUTS 30 GM,FINISHED GOODS,ROASTED CASHEW NUTS,NUTS & DRY FRUITS,PILLOW,WHOLE,30,NUTS SECTION
1920,1920,GAZAL KAHWA SEELANIYA 500 GM,NOOR GAZAL KAHWA SEELANIYA 500 GM,FINISHED GOODS,KAWA SEELANIA,OMANI COFFEE,PILLOW,POWDER,500,KAHWA SECTION
1924,1924,GAZAL LUMP SUGAR 200 GM,NOOR GAZAL LUMP SUGAR 200 GM,FINISHED GOODS,LUMP SUGAR,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
,1926,,NOOR GAZAL PISTACHIOS SALT 100 GM,FINISHED GOODS,PISTA SALT LARGE,NUTS & DRY FRUITS,PILLOW,WHOLE,100,NUTS SECTION
1932,1932,GAZAL TESH PATHA 200 GM,NOOR GAZAL TESH PATHA 200 GM,FINISHED GOODS,TESH PATHA,SPICES,PILLOW,WHOLE,200,OMANI AKKA
1938,1938,GAZAL POP CORN 1 KG,NOOR GAZAL POP CORN 1 KG,FINISHED GOODS,POP CORN,CEREALS & FLOUR,PILLOW,WHOLE,1000,FFS DAL
1943,1943,GAZAL CRUSHED CHILLI 400 GM,NOOR GAZAL CRUSHED CHILLI 400 GM,FINISHED GOODS,CRUSHED CHILLI,SPICES,PILLOW,WHOLE,400,MASALA TABLE
1949,1949,GAZAL POP CORN 500 GM,NOOR GAZAL POP CORN 500 GM,FINISHED GOODS,POP CORN,CEREALS & FLOUR,PILLOW,WHOLE,500,FFS DAL
1951,1951,GAZAL MASOOR DAL 700 GM X 2 PKT,NOOR GAZAL MASOOR DAL 700X2,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,1400,FFS DAL
1958,1958,GAZAL DESICCATED COCONUT 7 KG,NOOR GAZAL DESICCATED COCONUT 7 KG,FINISHED GOODS,DES COCONUT,OTHER ITEMS,PILLOW,,7000,KAHWA SECTION
1961,1961,GAZAL MUNG DAL 2 KG,NOOR GAZAL MUNG DAL 2 KG,FINISHED GOODS,MOONG DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1962,1962,GAZAL CHANA DAL 2 KG,NOOR GAZAL CHANA DAL 2 KG,FINISHED GOODS,CHANA DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
1963,1963,GAZAL GARAM MASALA WHOLE 200 GM,NOOR GAZAL GARAM MASALA WHOLE 200 GM,FINISHED GOODS,GARAM MASALA WHOLE,SPICES,PILLOW,WHOLE,200,OMANI AKKA
1971,1971,GAZAL WHITE PEPPER POWDER 200 GM,NOOR GAZAL WHITE PEPPER POWDER 200 GM,FINISHED GOODS,WHITE PEPPER,SPICES,PILLOW,POWDER,200,MASALA TABLE
1985,1985,GAZAL TOOR DAL 2 KG,NOOR GAZAL TOOR DAL 2 KG,FINISHED GOODS,TOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
2001,2001,GAZAL TURMERIC PDR 400GM+CHILLY PDR 400 GM,NOOR GAZAL TURMERIC POWDER+CHILLY POWDER 400 EACH OFF,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,800,FFS MASALA
,2003,GAZAL BLACK CHANA 2 KG,NOOR GAZAL BLACK CHANA 2 KG,FINISHED GOODS,BLACK CHANA,PEAS & LENTILES,PILLOW,WHOLE,2000,FFS DAL
2005,2005,GAZAL ROASTED BLACK CHANA 500 GM,NOOR GAZAL ROASTED BLACK CHANA 500 GM,FINISHED GOODS,ROASTED BLACK CHANA,NUTS & DRY FRUITS,PILLOW,WHOLE,500,NUTS SECTION
2010,2010,GAZAL ENGLISH BEANS 1KG,NOOR GAZAL ENGLISH BEANS 1KG,FINISHED GOODS,ENGLISH BEANS,PEAS & LENTILES,PILLOW,WHOLE,1000,FFS DAL
2012,2012,GAZAL PUTTUPODI 15 KG,NOOR GAZAL PUTTUPODI 15 KG,FINISHED GOODS,PUTTUPODI,CEREALS & FLOUR,BAG,POWDER,15000,MASALA TABLE
2013,2013,GAZAL ROASTED GRAM 500 GM,NOOR GAZAL ROASTED GRAM 500 GM,FINISHED GOODS,ROASTED GRAM,NUTS & DRY FRUITS,PILLOW,WHOLE,500,NUTS SECTION
2040,2040,GAZAL MUNG WHOLE 700 GM,NOOR GAZAL MUNG WHOLE 700 GM,FINISHED GOODS,MOONG WHOLE,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
2041,2041,GAZAL URID DAL 700 GM,NOOR GAZAL URID DAL 700 GM,FINISHED GOODS,URID DAL,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
2043,2043,GAZAL KASHMIRI CHILLI POWDER 200 GM,NOOR GAZAL KASHMIRI CHILLI POWDER 200 GM,FINISHED GOODS,KASHMIRI CHILLI WHOLE,SPICES,PILLOW,POWDER,200,FFS MASALA
2044,2044,GAZAL BLACK CHANA 700 GM,NOOR GAZAL BLACK CHANA 700 GM,FINISHED GOODS,BLACK CHANA,PEAS & LENTILES,PILLOW,WHOLE,700,FFS DAL
2045,2045,GAZAL CURRY POWDER 200GM,NOOR GAZAL CURRY POWDER 200GM,FINISHED GOODS,CURRY POWDER,SPICES,PILLOW,WHOLE,200,FFS MASALA
2047,2047,GAZAL ROASTED BLACK CHANA 200 GM,NOOR GAZAL ROASTED BLACK CHANA 200 GM,FINISHED GOODS,ROASTED BLACK CHANA,NUTS & DRY FRUITS,PILLOW,WHOLE,200,NUTS SECTION
,2056,GAZAL FISH MASALA 1 KG,NOOR GAZAL FISH MASALA 1 KG,FINISHED GOODS,FISH MASALA,SPICES,PILLOW,POWDER,1000,JAR SECTION
2064,2064,GAZAL CURRY POWDER 1KG,NOOR GAZAL CURRY POWDER 1KG,FINISHED GOODS,CURRY POWDER,SPICES,PILLOW,POWDER,1000,MASALA TABLE
2070,2070,GAZAL TURMERIC POWDER 800 GM,NOOR GAZAL TURMERIC POWDER 800 GM,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,800,FFS MASALA
2075,2075,GAZAL KAHWA MUMAYYAZA 1KG,NOOR GAZAL KAHWA MUMAYYAZA 1KG,FINISHED GOODS,KAWA MUMAYAZA,OMANI COFFEE,PILLOW,POWDER,1000,KAHWA SECTION
,2076,,NOOR GAZAL ASSORTED SPICES JAR,FINISHED GOODS,ASSORTED SPICES,SPICES,JAR,POWDER,800,JAR SECTION
2079,2079,GAZAL CAMBODGE 100 GM,NOOR GAZAL CAMBODGE 100 GM,FINISHED GOODS,CAMBODGE,OTHER ITEMS,PILLOW,WHOLE,100,NUTS SECTION
2084,2084,GAZAL MASOOR DAL 1.5 KG,NOOR GAZAL MASOOR DAL 1.5 KG,FINISHED GOODS,MASOOR DAL,PEAS & LENTILES,PILLOW,WHOLE,1500,FFS DAL
2086,2086,GAZAL ALMONDS PREMIUM 800 GM,NOOR GAZAL ALMONDS PREMIUM 800 GM,FINISHED GOODS,ALMONDS 20/22 .68,NUTS & DRY FRUITS,PILLOW,WHOLE,800,NUTS SECTION
2093,2093,GAZAL PISTACHIOS PREMIUM 800 GM,NOOR GAZAL PISTACHIOS PREMIUM 800 GM,FINISHED GOODS,PISTACHIO,NUTS & DRY FRUITS,PILLOW,WHOLE,800,NUTS SECTION
2098,2098,GAZAL OMANI MASALA WHOLE GAZATE 1KG,NOOR GAZAL OMANI MASALA WHOLE GAZATE 1KG,FINISHED GOODS,OMANI MASALA,SPICES,PILLOW,WHOLE,1000,OMANI AKKA
2099,2099,GAZAL KAHWA MUMAYAZA PET JAR 600GM,NOOR GAZAL KAHWA JAR 600GM,FINISHED GOODS,KAWA MUMAYAZA,OMANI COFFEE,JAR,POWDER,600,KAHWA SECTION
2101,2101,GAZAL GRAMFLOUR 4KG,NOOR GAZAL GRAMFLOUR 4KG,FINISHED GOODS,GRAM FLOUR,CEREALS & FLOUR,PILLOW,POWDER,4000,FFS FLOUR
2102,2102,GAZAL OMANI MASALA JAR 800g,NOOR GAZAL OMANI MASALA JAR 800g,FINISHED GOODS,OMANI MASALA,SPICES,JAR,POWDER,800,JAR SECTION
2103,2103,GAZAL WHITE CHANA 14MM 4 KG,NOOR GAZAL WHITE CHANA 4 KG,FINISHED GOODS,WHITE CHANA 14.MM,PEAS & LENTILES,PILLOW,WHOLE,4000,FFS DAL
2113,2113,GAZAL KASHMIRI CHILLI POWDER 1KG,NOOR GAZAL KASHMIRI CHILLI POWDER 1KG,FINISHED GOODS,KASHMIRI CHILLI POWDER,SPICES,PILLOW,POWDER,1000,FFS MASALA
,2118,GAZAL TURMERIC POWDER 400GM,NOOR GAZAL TURMERIC POWDER 400GM,FINISHED GOODS,TURMERIC POWDER,SPICES,PILLOW,POWDER,400,FFS MASALA
2139,2139,GAZAL CHICKEN MASALA JAR 225g,NOOR GAZAL CHICKEN MASALA JAR 225g,FINISHED GOODS,CHICKEN MASALA POWDER,SPICES,JAR,POWDER,225,JAR SECTION
2140,2140,GAZAL MEAT MASALA JAR 225g,NOOR GAZAL MEAT MASALA JAR 225g,FINISHED GOODS,MEAT MASALA POWDER,SPICES,JAR,POWDER,225,JAR SECTION
2141,2141,GAZAL OMANI MASALA JAR 230g,NOOR GAZAL OMANI MASALA JAR 230g,FINISHED GOODS,OMANI MASALA,SPICES,JAR,POWDER,230,JAR SECTION
